"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Date (Local)","Year","Day In Year (Local)","Units of Measure","Exceptional Data Type","Nonreg Observation Count","Observation Count","Observation Percent","Nonreg Arithmetic Mean","Arithmetic Mean","Nonreg First Maximum Value","First Maximum Value","First Maximum Hour","AQI","Daily Criteria Indicator","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"08","041","0017","88500","3","38.848014","-104.828564","WGS84","PM2.5 Total Atmospheric","1 HOUR","","2014-01-01","2014","001","Micrograms/cubic meter (LC)","None","","24","100.0000","","4.383333","","17.1","0",".","Y","","Colorado","El Paso","Colorado Springs","COLORADO SPRINGS - COLLEGE COLLEGE","130 W. CACHE LA POUDRE","Colorado Springs, CO","AQS Data Mart"
"08","041","0017","88500","3","38.848014","-104.828564","WGS84","PM2.5 Total Atmospheric","24-HR BLK AVG","","2014-01-01","2014","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","4.3","","4.3","23",".","Y","","Colorado","El Paso","Colorado Springs","COLORADO SPRINGS - COLLEGE COLLEGE","130 W. CACHE LA POUDRE","Colorado Springs, CO","AQS Data Mart"
"08","041","0017","68102","1","38.848014","-104.828564","WGS84","Sample Volume","24 HOUR","","2014-01-02","2014","002","Cubic meter","None","","1","100.0000","","24","","24","0",".","Y","","Colorado","El Paso","Colorado Springs","COLORADO SPRINGS - COLLEGE COLLEGE","130 W. CACHE LA POUDRE","Colorado Springs, CO","AQS Data Mart"
"08","041","0017","68109","1","38.848014","-104.828564","WGS84","Elapsed Sample Time","24 HOUR","","2014-01-02","2014","002","Minutes","None","","1","100.0000","","1440","","1440","0",".","Y","","Colorado","El Paso","Colorado Springs","COLORADO SPRINGS - COLLEGE COLLEGE","130 W. CACHE LA POUDRE","Colorado Springs, CO","AQS Data Mart"
"08","041","0017","88101","1","38.848014","-104.828564","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2014-01-02","2014","002","Micrograms/cubic meter (LC)","None","","1","100.0000","","6.6","","6.6","0","28","Y","","Colorado","El Paso","Colorado Springs","COLORADO SPRINGS - COLLEGE COLLEGE","130 W. CACHE LA POUDRE","Colorado Springs, CO","AQS Data Mart"
"08","041","0017","68108","1","38.848014","-104.828564","WGS84","Average Ambient Pressure","24 HOUR","","2014-01-02","2014","002","Millimeters (mercury)","None","","1","100.0000","","615","","615","0",".","Y","","Colorado","El Paso","Colorado Springs","COLORADO SPRINGS - COLLEGE COLLEGE","130 W. CACHE LA POUDRE","Colorado Springs, CO","AQS Data Mart"
"08","041","0017","68105","1","38.848014","-104.828564","WGS84","Average Ambient Temperature","24 HOUR","","2014-01-02","2014","002","Degrees Centigrade","None","","1","100.0000","","-0.8","","-0.8","0",".","Y","","Colorado","El Paso","Colorado Springs","COLORADO SPRINGS - COLLEGE COLLEGE","130 W. CACHE LA POUDRE","Colorado Springs, CO","AQS Data Mart"
"08","041","0017","68101","1","38.848014","-104.828564","WGS84","Sample Flow Rate- CV","24 HOUR","","2014-01-02","2014","002","Percent","None","","1","100.0000","","0","","0","0",".","Y","","Colorado","El Paso","Colorado Springs","COLORADO SPRINGS - COLLEGE COLLEGE","130 W. CACHE LA POUDRE","Colorado Springs, CO","AQS Data Mart"
"08","041","0017","88500","3","38.848014","-104.828564","WGS84","PM2.5 Total Atmospheric","1 HOUR","","2014-01-02","2014","002","Micrograms/cubic meter (LC)","None","","24","100.0000","","5.4625","","13.5","20",".","Y","","Colorado","El Paso","Colorado Springs","COLORADO SPRINGS - COLLEGE COLLEGE","130 W. CACHE LA POUDRE","Colorado Springs, CO","AQS Data Mart"
"08","041","0017","88500","3","38.848014","-104.828564","WGS84","PM2.5 Total Atmospheric","24-HR BLK AVG","","2014-01-02","2014","002","Micrograms/cubic meter (LC)","None","","1","100.0000","","5.4","","5.4","23",".","Y","","Colorado","El Paso","Colorado Springs","COLORADO SPRINGS - COLLEGE COLLEGE","130 W. CACHE LA POUDRE","Colorado Springs, CO","AQS Data Mart"
